record_num,id,reason,precursor,title,authors,year,journal,doi
1040,"Export Date: 03 March 2026; Cited By: 13; Correspondence Address: K.P. Mollen; Department of Surgery, University of Pittsburgh School of Medicine, Pittsburgh, United States; email: Kevin.Mollen@chp.edu",Preclinical,NR,Epithelial NAD+ depletion drives mitochondrial dysfunction and contributes to intestinal inflammation,"Novak, E.A.; Crawford, E.C.; Mentrup, H.L....",2023,Frontiers in Immunology,10.3389/fimmu.2023.1231700
1044,"Export Date: 03 March 2026; Cited By: 27; Correspondence Address: M. Morevati; Department of Nephrology, Rigshospitalet, University of Copenhagen, Copenhagen, 2100, Denmark; email: marya.morevati@regionh.dk",Wrong intervention,none,Roles of NAD+ in Acute and Chronic Kidney Diseases,"Morevati, M.; Fang, E.F.; Mace, M.L....",2023,International Journal of Molecular Sciences,10.3390/ijms24010137
1047,"Export Date: 03 March 2026; Cited By: 20; Correspondence Address: A.A. Kelvin; Vaccine and Infectious Disease Organization VIDO, University of Saskatchewan, Saskatoon, Canada; email: alyson.kelvin@usask.ca",No NMN or NR,none,After the virus has cleared Can preclinical models be employed for Long COVID research?,"Jansen, E.B.; Orvold, S.N.; Swan, C.L....",2022,PLoS Pathogens,10.1371/journal.ppat.1010741
1048,"Export Date: 03 March 2026; Cited By: 1; Correspondence Address: S.A. Castillo-Torres; Edmond J. Safra Fellow in Movement Disorders at Servicio de Movimientos Anormales, Departamento de Neurología, Fleni, Buenos Aires, Argentina; email: sact.md@gmail.com",Different supplement,none,Nicotinamide Adenine Dinucleotide Supplementation in Parkinson's Disease: A Potential Disease-Modifying Agent Targeting Multiple Pathways,"Martínez-Villota, V.A.; Rossi, M.; Castillo-Torres, S.A.",2022,Movement Disorders Clinical Practice,10.1002/mdc3.13500
1051,Export Date: 03 March 2026; Cited By: 2,Unrelated intervention,none,Effective body recomposition vs. misconceptions of the traditional weight loss strategies: TRCAP21 - a novel technological breakthrough in body recomposition,"Bagchi, D.; Downs, B.W.; Banik, S.P....",2022,Functional Foods in Health and Disease,10.31989/ffhd.v12i4.905
1052,"Export Date: 03 March 2026; Cited By: 159; Correspondence Address: J. Lu; School of Science, Faculty of Health and Environmental Sciences, Auckland University of Technology, Auckland, 1010, New Zealand; email: jun.lu@aut.ac.nz",Observational,NMN,Nicotinamide mononucleotide (NMN) as an anti-aging health product – Promises and safety concerns,"Nadeeshani, H.; Li, J.; Ying, T....",2022,Journal of Advanced Research,10.1016/j.jare.2021.08.003
1054,"Export Date: 03 March 2026; Cited By: 19; Correspondence Address: J.T. Treebak; Novo Nordisk Foundation Center for Basic Metabolic Research, Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, 2200, Denmark; email: jttreebak@sund.ku.dk",Preclinical,NR,Intravenous nicotinamide riboside elevates mouse skeletal muscle NAD+ without impacting respiratory capacity or insulin sensitivity,"Damgaard, M.V.; Nielsen, T.S.; Basse, A.L....",2022,iScience,10.1016/j.isci.2022.103863
1055,"Export Date: 03 March 2026; Cited By: 48; Correspondence Address: P. Luo; Department of Nephrology, Second Hospital of Jilin University, Changchun, 130041, China; email: luopingjen@163.com",Observational,NMN,"SS-31, a Mitochondria-Targeting Peptide, Ameliorates Kidney Disease","Zhu, Y.; Luo, M.; Bai, X....",2022,Oxidative Medicine and Cellular Longevity,10.1155/2022/1295509
1056,"Export Date: 03 March 2026; Cited By: 85; Correspondence Address: S.R.W. Stott; Cure Parkinson's, London, United Kingdom; email: Simon@cureparkinsons.org.uk",Not NMN/NR intervention,none,Parkinson's Disease Drug Therapies in the Clinical Trial Pipeline: 2022 Update,"McFarthing, K.; Rafaloff, G.; Baptista, M....",2022,Journal of Parkinson's Disease,10.3233/JPD-229002
1058,"Export Date: 03 March 2026; Cited By: 28; Correspondence Address: C. Brenner; Beckman Research Institute, City of Hope National Medical Center, Duarte, United States; email: cbrenner@coh.org",Different supplement,none,Viral infection as an NAD+ battlefield,"Brenner, C.",2022,Nature Metabolism,10.1038/s42255-021-00507-3
1059,"Export Date: 03 March 2026; Cited By: 26; Correspondence Address: T.M. Hagen; Linus Pauling Institute, Oregon State University, Corvallis, 97331, United States; email: tory.hagen@oregonstate.edu; CODEN: FRBME",Different supplement,none,Strategies to protect against age-related mitochondrial decay: Do natural products and their derivatives help?,"Visioli, F.; Ingram, A.; Beckman, J.S....",2022,Free Radical Biology and Medicine,10.1016/j.freeradbiomed.2021.12.008
1060,"Export Date: 03 March 2026; Cited By: 22; Correspondence Address: A. Ortiz; Laboratory of Experimental Nephrology, Research Institute-Fundacion Jimenez Diaz, Universidad Autonoma de Madrid, Madrid, 28040, Spain; email: aortiz@fjd.es",Not randomized,NR,Nicotinamide and acute kidney injury,"Fontecha-Barriuso, M.; López-Diaz, A.M.; Carriazo, S....",2021,Clinical Kidney Journal,10.1093/ckj/sfab173
1062,"Export Date: 03 March 2026; Cited By: 29; Correspondence Address: M.E. Orr; Department of Internal Medicine, Section on Gerontology and Geriatric Medicine, Wake Forest School of Medicine, Winston‐Salem, United States; email: morr@wakehealth.edu; CODEN: MAGDA",No NMN/NR,none,A geroscience motivated approach to treat Alzheimer's disease: Senolytics move to clinical trials,"Gonzales, M.M.; Krishnamurthy, S.; Garbarino, V....",2021,Mechanisms of Ageing and Development,10.1016/j.mad.2021.111589
1066,"Export Date: 03 March 2026; Cited By: 29; Correspondence Address: A. Mardinoglu; Science for Life Laboratory, KTH - Royal Institute of Technology, Stockholm, Sweden; email: adilm@scilifelab.se; J. Borén; Department of Molecular and Clinical Medicine, University of Gothenburg and Sahlgrenska University Hospital, Gothenburg, Sweden; email: jan.boren@wlab.gu.se",Wrong intervention,none,Combined metabolic activators therapy ameliorates liver fat in nonalcoholic fatty liver disease patients,"Zeybel, M.; Altay, O.; Arif, M....",2021,Molecular Systems Biology,10.15252/msb.202110459
1067,"Export Date: 03 March 2026; Cited By: 95; Correspondence Address: S.J. Hofer; Institute of Molecular Biosciences, NAWI Graz, University of Graz, Graz, Austria; email: sebastian.hofer@uni-graz.at",Non-randomized study,unclear,Caloric Restriction Mimetics in Nutrition and Clinical Trials,"Hofer, S.J.; Davinelli, S.; Bergmann, M....",2021,Frontiers in Nutrition,10.3389/fnut.2021.717343
1068,"Export Date: 03 March 2026; Cited By: 3; Correspondence Address: P. Kordowitzki; Institute of Animal Reproduction and Food Research of Polish Academy of Sciences, Olsztyn, Tuwima Street 10, 10-243, Poland; email: p.kordowitzki@pan.olsztyn.pl",No NMN/NR,none,Nicotinamide adenine nucleotide—the fountain of youth to prevent oocyte aging?,"Kordowitzki, P.; Ho, W.-H.J.; Listijono, D.R.",2021,Cells,10.3390/cells10092441
1070,"Export Date: 03 March 2026; Cited By: 9; Correspondence Address: M. Abdellatif; Department of Cardiology, Medical University of Graz, Graz, Austria; email: mahmoud.abdellatif@medunigraz.at; J.A. Baur; Department of Physiology and Institute for Diabetes, Obesity and Metabolism, Perelman School of Medicine, University of Pennsylvania, Philadelphia, United States; email: baur@pennmedicine.upenn.edu; CODEN: CVREA",Not NAD+ precursor,none,NAD+metabolism and cardiometabolic health: The human evidence,"Abdellatif, M.; Baur, J.A.",2021,Cardiovascular Research,10.1093/cvr/cvab212
1072,"Export Date: 03 March 2026; Cited By: 5; Correspondence Address: J. Bass; Department of Medicine, Division of Endocrinology, Metabolism, and Molecular Medicine, Northwestern University Feinberg, School of Medicine, Chicago, United States; email: j-bass@northwestern.edu; CODEN: SCIEA",Not NAD+ precursor,none,Supplements to treat prediabetes,"Hepler, C.; Bass, J.",2021,Science,10.1126/science.abj0764
1073,"Export Date: 03 March 2026; Cited By: 74; Correspondence Address: E. Obrador; Department of Physiology, Faculty of Medicine and Odontology, University of Valencia, Valencia, 15 Av. Blasco Ibañez, 46010, Spain; email: elena.obrador@uv.es; J.M. Estrela; Department of Physiology, Faculty of Medicine and Odontology, University of Valencia, Valencia, 15 Av. Blasco Ibañez, 46010, Spain; email: jose.m.estrela@uv.es",Unrelated intervention,none,"The link between oxidative stress, redox status, bioenergetics and mitochondria in the pathophysiology of als","Obrador, E.; Salvador-Palmer, R.; López-Blanch, R....",2021,International Journal of Molecular Sciences,10.3390/ijms22126352
1074,"Export Date: 03 March 2026; Cited By: 35; Correspondence Address: D.F. Garway-Heath; NIHR Biomedical Research Centre, Moorfields Eye Hospital and UCL Institute of Ophthalmology, London, EC1V 9EL, United Kingdom; email: d.garwayheath@nhs.net",No NMN/NR,none,Neuroprotection in glaucoma: Nad+/nadh redox state as a potential biomarker and therapeutic target,"Petriti, B.; Williams, P.A.; Lascaratos, G....",2021,Cells,10.3390/cells10061402
1076,"Export Date: 03 March 2026; Cited By: 37; Correspondence Address: F.D. Khaidizar; Centre for Research in Biotechnology for Agriculture (CEBAR), University of Malaya, Kuala Lumpur, 50603, Malaysia; email: fiqri@um.edu.my; Y. Nakahata; Department of Neurobiology & Behavior, Nagasaki University Graduate School of Biomedical Sciences, Nagasaki, 852-8523, Japan; email: yasu-nakahata@nagasaki-u.ac.jp",Observational,both,Nicotinamide phosphoribosyltransferase as a key molecule of the aging/senescence process,"Khaidizar, F.D.; Bessho, Y.; Nakahata, Y.",2021,International Journal of Molecular Sciences,10.3390/ijms22073709
1077,"Export Date: 03 March 2026; Cited By: 39; Correspondence Address: Q. Liu; Department of Cardiovascular Medicine, The Second Xiangya Hospital, Central South University, China; email: qimingliu@csu.edu.cn; CODEN: CCATA",No relevant precursor,none,NAD+ and cardiovascular diseases,"Lin, Q.; Zuo, W.; Liu, Y....",2021,Clinica Chimica Acta,10.1016/j.cca.2021.01.012
1078,"Export Date: 03 March 2026; Cited By: 58; Correspondence Address: A.K. Shetty; Institute for Regenerative Medicine, Department of Molecular and Cellular Medicine, Texas A&M University Health Science Center College of Medicine, College Station, United States; email: akskrs@tamu.edu; CODEN: PHTHD",No relevant precursor,none,Gulf War Illness: Mechanisms Underlying Brain Dysfunction and Promising Therapeutic Strategies,"Dickey, B.; Madhu, L.N.; Shetty, A.K.",2021,Pharmacology and Therapeutics,10.1016/j.pharmthera.2020.107716
1079,"Export Date: 03 March 2026; Cited By: 26; Correspondence Address: J.G. Pol; Centre de Recherche des Cordeliers, Equipe 11 labellisée par la Ligue Nationale contre le Cancer, INSERM, Sorbonne Université, Université de Paris, Paris, 75006, France; email: pol_jonathan@yahoo.fr; J.G. Pol; Centre de Recherche des Cordeliers, Equipe 11 labellisée par la Ligue Nationale contre le Cancer, INSERM, Sorbonne Université, Université de Paris, Paris, 75006, France; email: pol_jonathan@yahoo.fr; J.G. Pol; Centre de Recherche des Cordeliers, Equipe 11 labellisée par la Ligue Nationale contre le Cancer, INSERM, Sorbonne Université, Université de Paris, Paris, 75006, France; email: pol_jonathan@yahoo.fr",Unrelated intervention,none,Metabolic reprogramming by reduced calorie intake or pharmacological caloric restriction mimetics for improved cancer immunotherapy,"Eriau, E.; Paillet, J.; Kroemer, G....",2021,Cancers,10.3390/cancers13061260
1080,"Export Date: 03 March 2026; Cited By: 57; Correspondence Address: J. Liu; Cardiovascular Surgery, Union Hospital, Huazhong University of Science and Technology, Wuhan, 430071, China; email: junweiliu@hust.edu.cn; CODEN: PHMRE",No relevant precursor,none,SIRT3 as a potential therapeutic target for heart failure,"Chen, J.; Chen, S.; Zhang, B....",2021,Pharmacological Research,10.1016/j.phrs.2021.105432
1082,"Export Date: 03 March 2026; Cited By: 1140; Correspondence Address: E. Verdin; Buck Institute for Research on Aging, Novato, United States; email: everdin@buckinstitute.org; CODEN: NRMCB",Unrelated intervention,none,NAD+ metabolism and its roles in cellular processes during ageing,"Covarrubias, A.J.; Perrone, R.; Grozio, A....",2021,Nature Reviews Molecular Cell Biology,10.1038/s41580-020-00313-x
1083,"Export Date: 03 March 2026; Cited By: 25; Correspondence Address: S.A. McGrath-Morrow; Division of Pulmonary and Sleep, Children’s Hospital of Philadelphia, Perelman School of Medicine at the University of Pennsylvania, Philadelphia, United States; email: mcgrathmos@chop.edu",Not NMN/NR intervention,none,Multidisciplinary management of ataxia telangiectasia: Current perspectives,"Mcgrath, S.A.; Rothblum-Oviatt, C.C.; Wright, J....",2021,Journal of Multidisciplinary Healthcare,10.2147/JMDH.S295486
1085,"Export Date: 03 March 2026; Cited By: 23; Correspondence Address: N. Braidy; Centre for Healthy Brain Ageing, School of Psychiatry, University of New South Wales, Sydney, Australia; email: n.braidy@unsw.edu.au; CODEN: COCMF",Mouse/rat study,NR,Can nicotinamide riboside protect against cognitive impairment?,"Braidy, N.; Liu, Y.",2020,Current Opinion in Clinical Nutrition and Metabolic Care,10.1097/MCO.0000000000000691
1086,"Export Date: 03 March 2026; Cited By: 27; Correspondence Address: D. Ryu; Molecular and Integrative Biology Lab (MIB), Department of Molecular Cell Biology, Sungkyunkwan University School of Medicine, Suwon, South Korea; email: freefall@skku.edu; J.-Y. Choi; Department of Internal Medicine, Pusan National University School of Korean Medicine, Yangsan, South Korea; email: kmd@pusan.ac.kr; S. Stein; Center for Molecular Cardiology, University of Zurich, Schlieren, Switzerland; email: sokrates.stein@uzh.ch; S. Stein; Center for Molecular Cardiology, University of Zurich, Schlieren, Switzerland; email: sokrates.stein@uzh.ch; D. Ryu; Molecular and Integrative Biology Lab (MIB), Department of Molecular Cell Biology, Sungkyunkwan University School of Medicine, Suwon, South Korea; email: freefall@skku.edu; D. Ryu; Molecular and Integrative Biology Lab (MIB), Department of Molecular Cell Biology, Sungkyunkwan University School of Medicine, Suwon, South Korea; email: freefall@skku.edu; CODEN: EJCIB",No NMN/NR,none,Implications of NAD+ boosters in translational medicine,"Kang, B.E.; Choi, J.-Y.; Stein, S....",2020,European Journal of Clinical Investigation,10.1111/eci.13334
1087,"Export Date: 03 March 2026; Cited By: 10; Correspondence Address: L. Bally; Department of Diabetes, Endocrinology, Nutritional Medicine, and Metabolism, Inselspital, Bern University Hospital, University of Bern, Bern, 3010, Switzerland; email: lia.bally@insel.ch",Unrelated intervention,none,Efficacy of dietary supplements to reduce liver fat,"Kilchoer, B.; Vils, A.; Minder, B....",2020,Nutrients,10.3390/nu12082302
1089,"Export Date: 03 March 2026; Cited By: 158; Correspondence Address: X. Wei; Laboratory of Aging Research and Cancer Drug Target, State Key Laboratory of Biotherapy, National Clinical Research Center for Geriatrics, West China Hospital, Sichuan University, Chengdu, China; email: weixiaweiscu@126.com",Not human,NMN,Nicotinamide Mononucleotide: A Promising Molecule for Therapy of Diverse Diseases by Targeting NAD+ Metabolism,"Hong, W.; Mo, F.; Zhang, Z....",2020,Frontiers in Cell and Developmental Biology,10.3389/fcell.2020.00246
1091,"Export Date: 03 March 2026; Cited By: 80; Correspondence Address: N. Braidy; Centre for Healthy Brain Ageing, School of Psychiatry, University of New South Wales, Sydney, Australia; email: n.braidy@unsw.edu.au; CODEN: EXGEA",Systematic review,both,NAD+ therapy in age-related degenerative disorders: A benefit/risk analysis,"Braidy, N.; Liu, Y.",2020,Experimental Gerontology,10.1016/j.exger.2020.110831
